id,name,artists,album,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
25leEEaz1gIpp7o21Fqyjo,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,Gene Autry,Rudolph The Red Nosed Reindeer And Other Christmas Classics,1947,74,0.834,0.371,1,-11.99,1,0.0358,0.799,0.0,0.275,0.976,96.628,audio_features,spotify:track:25leEEaz1gIpp7o21Fqyjo,https://api.spotify.com/v1/tracks/25leEEaz1gIpp7o21Fqyjo,https://api.spotify.com/v1/audio-analysis/25leEEaz1gIpp7o21Fqyjo,150267,4
04vLj9QUXoKdRlsp3gkURo,Mele Kalikimaka (Merry Christmas),"Bing Crosby, The Andrews Sisters",White Christmas,1945-01-01,71,0.501,0.224,3,-12.431,1,0.092,0.646,0.0,0.284,0.619,202.677,audio_features,spotify:track:04vLj9QUXoKdRlsp3gkURo,https://api.spotify.com/v1/tracks/04vLj9QUXoKdRlsp3gkURo,https://api.spotify.com/v1/audio-analysis/04vLj9QUXoKdRlsp3gkURo,175333,4
12YAgUbl6Uk9E7fzopF4Ji,Winter Wonderland,Darlene Love,A Christmas Gift For You From Phil Spector,1963,61,0.487,0.759,0,-8.093,1,0.0408,0.604,0.0,0.185,0.447,122.306,audio_features,spotify:track:12YAgUbl6Uk9E7fzopF4Ji,https://api.spotify.com/v1/tracks/12YAgUbl6Uk9E7fzopF4Ji,https://api.spotify.com/v1/audio-analysis/12YAgUbl6Uk9E7fzopF4Ji,146080,4
3QIoEi8Enr9uHffwInGIsC,Please Come Home for Christmas - 2013 Remaster,Eagles,Please Come Home for Christmas / Funky New Year (2013 Remaster),1978-11-27,71,0.612,0.289,9,-11.568,1,0.0421,0.599,0.00266,0.0561,0.466,183.18,audio_features,spotify:track:3QIoEi8Enr9uHffwInGIsC,https://api.spotify.com/v1/tracks/3QIoEi8Enr9uHffwInGIsC,https://api.spotify.com/v1/audio-analysis/3QIoEi8Enr9uHffwInGIsC,177440,3
38xhBO2AKrJnjdjVnhJES6,This Christmas,Donny Hathaway,A Donny Hathaway Collection,1990-04-03,66,0.634,0.645,5,-9.2,1,0.0376,0.292,0.0,0.246,0.677,93.047,audio_features,spotify:track:38xhBO2AKrJnjdjVnhJES6,https://api.spotify.com/v1/tracks/38xhBO2AKrJnjdjVnhJES6,https://api.spotify.com/v1/audio-analysis/38xhBO2AKrJnjdjVnhJES6,231173,4
6Uekkm0MOVT4WznQy0ktVR,God Rest Ye Merry Gentlemen,Bing Crosby,White Christmas,1945-01-01,54,0.466,0.213,0,-12.009,0,0.0449,0.984,9.58e-05,0.428,0.694,97.074,audio_features,spotify:track:6Uekkm0MOVT4WznQy0ktVR,https://api.spotify.com/v1/tracks/6Uekkm0MOVT4WznQy0ktVR,https://api.spotify.com/v1/audio-analysis/6Uekkm0MOVT4WznQy0ktVR,137267,3
2QWKbE6GpWhRtlbRwcP7g8,Cool Yule,"Louis Armstrong, The Commanders",The Decca Singles 1949-1958,2016-01-01,56,0.566,0.468,7,-9.575,1,0.116,0.677,2.3e-05,0.259,0.718,149.336,audio_features,spotify:track:2QWKbE6GpWhRtlbRwcP7g8,https://api.spotify.com/v1/tracks/2QWKbE6GpWhRtlbRwcP7g8,https://api.spotify.com/v1/audio-analysis/2QWKbE6GpWhRtlbRwcP7g8,176800,4
7GNsHkiYPcQQjvhTiILFUL,A Marshmallow World,Darlene Love,A Christmas Gift For You From Phil Spector,1963,57,0.316,0.78,5,-6.988,1,0.0517,0.748,2.18e-05,0.317,0.653,154.636,audio_features,spotify:track:7GNsHkiYPcQQjvhTiILFUL,https://api.spotify.com/v1/tracks/7GNsHkiYPcQQjvhTiILFUL,https://api.spotify.com/v1/audio-analysis/7GNsHkiYPcQQjvhTiILFUL,143133,4
0rHToGels2lt8Y0mCYoF90,Deck The Hall,Nat King Cole,The Christmas Song (Expanded Edition),1962,75,0.684,0.437,9,-10.522,1,0.0491,0.742,1.63e-05,0.224,0.964,107.607,audio_features,spotify:track:0rHToGels2lt8Y0mCYoF90,https://api.spotify.com/v1/tracks/0rHToGels2lt8Y0mCYoF90,https://api.spotify.com/v1/audio-analysis/0rHToGels2lt8Y0mCYoF90,68760,4
7azp0ySqPkkXHi9M9aeg3T,(Everybody's Waitin' For) The Man With The Bag,Kay Starr,A Capitol Christmas,2016-09-23,57,0.672,0.355,7,-7.645,1,0.0599,0.499,3.97e-05,0.156,0.791,141.487,audio_features,spotify:track:7azp0ySqPkkXHi9M9aeg3T,https://api.spotify.com/v1/tracks/7azp0ySqPkkXHi9M9aeg3T,https://api.spotify.com/v1/audio-analysis/7azp0ySqPkkXHi9M9aeg3T,162333,4
3bMfUUpzUzqWp9II00yRhE,Christmas Time Is Here,Vince Guaraldi Trio,Charlie Brown Holiday Hits,1998-01-01,66,0.367,0.122,9,-21.34,0,0.0319,0.984,4.37e-05,0.172,0.104,75.265,audio_features,spotify:track:3bMfUUpzUzqWp9II00yRhE,https://api.spotify.com/v1/tracks/3bMfUUpzUzqWp9II00yRhE,https://api.spotify.com/v1/audio-analysis/3bMfUUpzUzqWp9II00yRhE,163093,3
7n5m8nDAnyXo81tr4B3Bcw,Frosty the Snowman,The Ronettes,A Christmas Gift For You From Phil Spector,1963,60,0.382,0.879,7,-7.584,1,0.0642,0.228,0.0,0.408,0.559,143.741,audio_features,spotify:track:7n5m8nDAnyXo81tr4B3Bcw,https://api.spotify.com/v1/tracks/7n5m8nDAnyXo81tr4B3Bcw,https://api.spotify.com/v1/audio-analysis/7n5m8nDAnyXo81tr4B3Bcw,136307,4
11Z7sdkpC5IaaydoIvDn74,"Caroling, Caroling",Nat King Cole,The Christmas Song (Expanded Edition),1962,64,0.307,0.384,5,-11.147,1,0.0305,0.752,0.0,0.0649,0.588,185.341,audio_features,spotify:track:11Z7sdkpC5IaaydoIvDn74,https://api.spotify.com/v1/tracks/11Z7sdkpC5IaaydoIvDn74,https://api.spotify.com/v1/audio-analysis/11Z7sdkpC5IaaydoIvDn74,121987,3
5aDoUmxBsbdpS16alksb5Z,Do You Hear What I Hear? - Remastered 2006,Bing Crosby,Bing Crosby - Christmas Classics,2006-01-01,71,0.532,0.246,10,-15.499,1,0.028,0.813,1.66e-06,0.195,0.414,101.369,audio_features,spotify:track:5aDoUmxBsbdpS16alksb5Z,https://api.spotify.com/v1/tracks/5aDoUmxBsbdpS16alksb5Z,https://api.spotify.com/v1/audio-analysis/5aDoUmxBsbdpS16alksb5Z,165667,4
3sDdyBHQ60Cs1opmIyRvhp,Happy Holiday / The Holiday Season,Andy Williams,The Andy Williams Christmas Album,1963-11-24,70,0.505,0.451,9,-10.193,0,0.0329,0.727,0.0,0.233,0.744,74.347,audio_features,spotify:track:3sDdyBHQ60Cs1opmIyRvhp,https://api.spotify.com/v1/tracks/3sDdyBHQ60Cs1opmIyRvhp,https://api.spotify.com/v1/audio-analysis/3sDdyBHQ60Cs1opmIyRvhp,156867,4
0z5HSQGWgnjdNvwbOmhB2w,Merry Christmas Darling - Remix,Carpenters,Christmas Portrait (Special Edition/Reissue),1978-10-13,60,0.339,0.205,7,-15.315,1,0.0303,0.842,0.0,0.101,0.166,81.578,audio_features,spotify:track:0z5HSQGWgnjdNvwbOmhB2w,https://api.spotify.com/v1/tracks/0z5HSQGWgnjdNvwbOmhB2w,https://api.spotify.com/v1/audio-analysis/0z5HSQGWgnjdNvwbOmhB2w,186973,4
7ehhnVu3JUWMaSJzY1zC4k,Silver Bells,"Bing Crosby, Carol Richards",White Christmas,1945-01-01,57,0.397,0.136,5,-15.142,1,0.0346,0.749,0.0,0.261,0.601,93.475,audio_features,spotify:track:7ehhnVu3JUWMaSJzY1zC4k,https://api.spotify.com/v1/tracks/7ehhnVu3JUWMaSJzY1zC4k,https://api.spotify.com/v1/audio-analysis/7ehhnVu3JUWMaSJzY1zC4k,182667,4
2GapxG7BxK55ihQRAlR39e,(There's No Place Like) Home for the Holidays - 1959 Version,Perry Como,A Perry Como Christmas,2001-05-21,59,0.532,0.401,5,-10.629,1,0.0525,0.869,0.0,0.222,0.45,143.823,audio_features,spotify:track:2GapxG7BxK55ihQRAlR39e,https://api.spotify.com/v1/tracks/2GapxG7BxK55ihQRAlR39e,https://api.spotify.com/v1/audio-analysis/2GapxG7BxK55ihQRAlR39e,178293,4
6syO6UTl8QiiWADJy3Uy2d,Santa Claus Is Coming To Town,Frank Sinatra,Ultimate Christmas,2017-10-06,63,0.565,0.399,3,-10.378,1,0.05,0.669,0.0,0.243,0.679,141.671,audio_features,spotify:track:6syO6UTl8QiiWADJy3Uy2d,https://api.spotify.com/v1/tracks/6syO6UTl8QiiWADJy3Uy2d,https://api.spotify.com/v1/audio-analysis/6syO6UTl8QiiWADJy3Uy2d,134827,4
4YhY2qHdBmSX33uj8ms0oq,O Tannenbaum,Vince Guaraldi Trio,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],2012-01-01,64,0.577,0.191,5,-15.938,1,0.0405,0.908,0.00824,0.126,0.343,123.338,audio_features,spotify:track:4YhY2qHdBmSX33uj8ms0oq,https://api.spotify.com/v1/tracks/4YhY2qHdBmSX33uj8ms0oq,https://api.spotify.com/v1/audio-analysis/4YhY2qHdBmSX33uj8ms0oq,309387,4
47otoIkhx3fkdivEXL5OB6,Rudolph The Red-Nosed Reindeer,Burl Ives,Have A Holly Jolly Christmas,1965-10-01,65,0.671,0.275,0,-12.755,1,0.0385,0.671,0.0,0.199,0.806,152.649,audio_features,spotify:track:47otoIkhx3fkdivEXL5OB6,https://api.spotify.com/v1/tracks/47otoIkhx3fkdivEXL5OB6,https://api.spotify.com/v1/audio-analysis/47otoIkhx3fkdivEXL5OB6,130027,4
1KIJSvzRZzo8ehDTPOXKru,I've Got My Love To Keep Me Warm,"Ella Fitzgerald, Louis Armstrong",Ella & Louis Christmas,2016-11-25,57,0.513,0.635,7,-4.61,0,0.071,0.662,0.0,0.204,0.714,110.536,audio_features,spotify:track:1KIJSvzRZzo8ehDTPOXKru,https://api.spotify.com/v1/tracks/1KIJSvzRZzo8ehDTPOXKru,https://api.spotify.com/v1/audio-analysis/1KIJSvzRZzo8ehDTPOXKru,191440,4
0H1zX27yxoDrsrQA1hk5Uq,O Come All Ye Faithful,Nat King Cole,The Christmas Song (Expanded Edition),1962,62,0.257,0.217,5,-11.745,1,0.0279,0.636,5.92e-06,0.268,0.203,92.202,audio_features,spotify:track:0H1zX27yxoDrsrQA1hk5Uq,https://api.spotify.com/v1/tracks/0H1zX27yxoDrsrQA1hk5Uq,https://api.spotify.com/v1/audio-analysis/0H1zX27yxoDrsrQA1hk5Uq,141147,4
2pnPe4pJtq7689i5ydzvJJ,Run Rudolph Run,Chuck Berry,Rock 'N' Roll Rarities,1986-01-01,74,0.681,0.715,7,-10.609,0,0.0912,0.812,9.43e-06,0.0777,0.957,152.134,audio_features,spotify:track:2pnPe4pJtq7689i5ydzvJJ,https://api.spotify.com/v1/tracks/2pnPe4pJtq7689i5ydzvJJ,https://api.spotify.com/v1/audio-analysis/2pnPe4pJtq7689i5ydzvJJ,165733,4
7qLTpTd1Txpo8Vd84yci7u,My Favourite Things,Tony Bennett,Snowfall: The Tony Bennett Christmas Album,1968-10-06,59,0.46,0.481,4,-10.396,0,0.0438,0.686,0.0,0.191,0.633,138.769,audio_features,spotify:track:7qLTpTd1Txpo8Vd84yci7u,https://api.spotify.com/v1/tracks/7qLTpTd1Txpo8Vd84yci7u,https://api.spotify.com/v1/audio-analysis/7qLTpTd1Txpo8Vd84yci7u,196907,3
1DvjCIefxg1YsdG3ETROph,The First Noël,Andy Williams,The Andy Williams Christmas Album,1963-11-24,64,0.23,0.233,0,-10.745,1,0.0286,0.915,0.0,0.265,0.352,80.73,audio_features,spotify:track:1DvjCIefxg1YsdG3ETROph,https://api.spotify.com/v1/tracks/1DvjCIefxg1YsdG3ETROph,https://api.spotify.com/v1/audio-analysis/1DvjCIefxg1YsdG3ETROph,187000,3
0pAT3JUEjIiqUkwxE0vbBQ,The Little Drummer Boy - Remastered 2006,Bing Crosby,Bing Crosby - Christmas Classics,2006-01-01,59,0.636,0.165,10,-14.261,1,0.0328,0.885,4.79e-05,0.0502,0.505,112.773,audio_features,spotify:track:0pAT3JUEjIiqUkwxE0vbBQ,https://api.spotify.com/v1/tracks/0pAT3JUEjIiqUkwxE0vbBQ,https://api.spotify.com/v1/audio-analysis/0pAT3JUEjIiqUkwxE0vbBQ,180040,4
4Fpd1N7fcbRLnHbsk5D4Ye,Mary's Boy Child,Harry Belafonte,Greatest Hits,2000-07-25,52,0.379,0.104,10,-18.076,1,0.0363,0.953,0.017,0.116,0.386,91.717,audio_features,spotify:track:4Fpd1N7fcbRLnHbsk5D4Ye,https://api.spotify.com/v1/tracks/4Fpd1N7fcbRLnHbsk5D4Ye,https://api.spotify.com/v1/audio-analysis/4Fpd1N7fcbRLnHbsk5D4Ye,177360,4
6Ai7PiAjnb4eIiC05By0i4,O Little Town of Bethlehem,Elvis Presley,Elvis' Christmas Album,1957-10-15,59,0.325,0.0409,2,-19.102,1,0.0359,0.984,0.000585,0.109,0.212,99.286,audio_features,spotify:track:6Ai7PiAjnb4eIiC05By0i4,https://api.spotify.com/v1/tracks/6Ai7PiAjnb4eIiC05By0i4,https://api.spotify.com/v1/audio-analysis/6Ai7PiAjnb4eIiC05By0i4,155493,5
33EcmYsTQVIGRGnGPOfTwu,Linus And Lucy,Vince Guaraldi Trio,Charlie Brown Holiday Hits,1998-01-01,62,0.381,0.37,1,-15.948,1,0.0391,0.804,0.247,0.14,0.814,81.06,audio_features,spotify:track:33EcmYsTQVIGRGnGPOfTwu,https://api.spotify.com/v1/tracks/33EcmYsTQVIGRGnGPOfTwu,https://api.spotify.com/v1/audio-analysis/33EcmYsTQVIGRGnGPOfTwu,184440,4
4MrfQL4TYQXJBlZYpAHTuE,"Baby, It's Cold Outside",Dean Martin,A Winter Romance,1959-01-01,67,0.439,0.196,0,-16.093,1,0.0601,0.88,0.0,0.0513,0.525,129.581,audio_features,spotify:track:4MrfQL4TYQXJBlZYpAHTuE,https://api.spotify.com/v1/tracks/4MrfQL4TYQXJBlZYpAHTuE,https://api.spotify.com/v1/audio-analysis/4MrfQL4TYQXJBlZYpAHTuE,143733,4
4lftz0V8DZhWSVtL4GrzMH,I'll Be Home For Christmas,Bing Crosby,White Christmas,1945-01-01,62,0.177,0.146,4,-16.081,0,0.033,0.274,0.0,0.256,0.171,81.834,audio_features,spotify:track:4lftz0V8DZhWSVtL4GrzMH,https://api.spotify.com/v1/tracks/4lftz0V8DZhWSVtL4GrzMH,https://api.spotify.com/v1/audio-analysis/4lftz0V8DZhWSVtL4GrzMH,175173,3
1VuAamHM7P3VQQEXYGG3Uu,Joy To The World,Nat King Cole,The Christmas Song (Expanded Edition),1962,69,0.553,0.337,10,-10.334,1,0.0303,0.818,0.0,0.113,0.664,102.213,audio_features,spotify:track:1VuAamHM7P3VQQEXYGG3Uu,https://api.spotify.com/v1/tracks/1VuAamHM7P3VQQEXYGG3Uu,https://api.spotify.com/v1/audio-analysis/1VuAamHM7P3VQQEXYGG3Uu,84987,4
53cumdNGYE6NFmGL0zHvx7,Mistletoe And Holly,Frank Sinatra,Christmas,2013-09-17,58,0.554,0.147,9,-11.111,1,0.0373,0.823,0.0,0.0754,0.345,108.791,audio_features,spotify:track:53cumdNGYE6NFmGL0zHvx7,https://api.spotify.com/v1/tracks/53cumdNGYE6NFmGL0zHvx7,https://api.spotify.com/v1/audio-analysis/53cumdNGYE6NFmGL0zHvx7,137547,4
1dXcUx5gQ8rkHctSsRnZuH,Pretty Paper,Roy Orbison,The Essential Roy Orbison,2006-03-28,54,0.417,0.279,7,-11.577,1,0.0287,0.722,0.0,0.407,0.453,79.964,audio_features,spotify:track:1dXcUx5gQ8rkHctSsRnZuH,https://api.spotify.com/v1/tracks/1dXcUx5gQ8rkHctSsRnZuH,https://api.spotify.com/v1/audio-analysis/1dXcUx5gQ8rkHctSsRnZuH,164227,3
19NdiithlwC8EfytiHVk7a,What Are You Doing New Year's Eve?,Ella Fitzgerald,Ella Wishes You A Swinging Christmas (Expanded Edition),1960-01-01,55,0.35,0.253,1,-10.555,1,0.0415,0.983,2.88e-06,0.137,0.24,136.808,audio_features,spotify:track:19NdiithlwC8EfytiHVk7a,https://api.spotify.com/v1/tracks/19NdiithlwC8EfytiHVk7a,https://api.spotify.com/v1/audio-analysis/19NdiithlwC8EfytiHVk7a,212107,4
07QfuFPazJYuzRtcWW0U2y,Silent Night,Carpenters,Christmas Portrait (Special Edition/Reissue),1978-10-13,56,0.156,0.159,4,-17.011,1,0.0354,0.947,0.00102,0.0844,0.133,86.322,audio_features,spotify:track:07QfuFPazJYuzRtcWW0U2y,https://api.spotify.com/v1/tracks/07QfuFPazJYuzRtcWW0U2y,https://api.spotify.com/v1/audio-analysis/07QfuFPazJYuzRtcWW0U2y,201040,3
04DYwFIKeq2Bkn9aqSI9PC,Adeste Fideles,Bing Crosby,White Christmas,1945-01-01,53,0.27,0.254,4,-12.639,1,0.032,0.981,0.00491,0.295,0.427,105.839,audio_features,spotify:track:04DYwFIKeq2Bkn9aqSI9PC,https://api.spotify.com/v1/tracks/04DYwFIKeq2Bkn9aqSI9PC,https://api.spotify.com/v1/audio-analysis/04DYwFIKeq2Bkn9aqSI9PC,190440,5
1Kcy7qSbf6un30zIkxGVew,Here We Come a-Caroling / We Wish You a Merry Christmas,Perry Como,A Perry Como Christmas,2001-05-21,55,0.573,0.246,8,-11.543,1,0.105,0.944,0.0,0.126,0.695,95.413,audio_features,spotify:track:1Kcy7qSbf6un30zIkxGVew,https://api.spotify.com/v1/tracks/1Kcy7qSbf6un30zIkxGVew,https://api.spotify.com/v1/audio-analysis/1Kcy7qSbf6un30zIkxGVew,98267,3
15sxLiiChE5dCW3Y756oas,I Saw Mommy Kissing Santa Claus,The Jackson 5,Christmas Album,1970-10-15,68,0.583,0.712,3,-8.222,1,0.0538,0.263,1.02e-06,0.817,0.614,128.911,audio_features,spotify:track:15sxLiiChE5dCW3Y756oas,https://api.spotify.com/v1/tracks/15sxLiiChE5dCW3Y756oas,https://api.spotify.com/v1/audio-analysis/15sxLiiChE5dCW3Y756oas,181267,4
2VsCE6ui7N4IRzGIGT7Di8,O Christmas Tree (feat. Count Basie Big Band),"Tony Bennett, Count Basie Big Band",A Swingin' Christmas (feat. Count Basie Big Band),2008-10-14,64,0.571,0.0982,6,-14.34,1,0.0425,0.949,1.71e-06,0.109,0.0857,74.271,audio_features,spotify:track:2VsCE6ui7N4IRzGIGT7Di8,https://api.spotify.com/v1/tracks/2VsCE6ui7N4IRzGIGT7Di8,https://api.spotify.com/v1/audio-analysis/2VsCE6ui7N4IRzGIGT7Di8,207253,4
